20170325, 130000, Bittrex, 0.00009167
20170325, 140000, Bittrex, 0.00009169
20170325, 150000, Bittrex, 0.00009202
20170325, 160000, Bittrex, 0.00009384
20170325, 170000, Bittrex, 0.00009294
20170325, 180000, Bittrex, 0.00008879
20170325, 190000, Bittrex, 0.00009199
20170325, 200000, Bittrex, 0.00008783
20170325, 210000, Bittrex, 0.00008888
20170325, 220000, Bittrex, 0.00008520
20170325, 230000, Bittrex, 0.00008303
20170326, 000000, Bittrex, 0.00008503
20170326, 010000, Bittrex, 0.00008100
20170326, 020000, Bittrex, 0.00006995
20170326, 030000, Bittrex, 0.00006900
20170326, 040000, Bittrex, 0.00007701
20170326, 050000, Bittrex, 0.00007206
20170326, 060000, Bittrex, 0.00007096
20170326, 070000, Bittrex, 0.00006824
20170326, 080000, Bittrex, 0.00006083
20170326, 090000, Bittrex, 0.00006400
20170326, 100000, Bittrex, 0.00006019
20170326, 110000, Bittrex, 0.00006675
20170326, 120000, Bittrex, 0.00006600
20170326, 130000, Bittrex, 0.00006200
20170326, 140000, Bittrex, 0.00006650
20170326, 150000, Bittrex, 0.00007400
20170326, 160000, Bittrex, 0.00007783
20170326, 170000, Bittrex, 0.00007705
20170326, 180000, Bittrex, 0.00006800
20170326, 190000, Bittrex, 0.00007600
20170326, 200000, Bittrex, 0.00007610
20170326, 210000, Bittrex, 0.00007718
20170326, 220000, Bittrex, 0.00007853
20170326, 230000, Bittrex, 0.00007884
20170327, 000000, Bittrex, 0.00008168
20170327, 010000, Bittrex, 0.00007879
20170327, 020000, Bittrex, 0.00007602
20170327, 030000, Bittrex, 0.00007469
20170327, 040000, Bittrex, 0.00007560
20170327, 050000, Bittrex, 0.00007313
20170327, 060000, Bittrex, 0.00007562
20170327, 070000, Bittrex, 0.00007012
20170327, 080000, Bittrex, 0.00007388
20170327, 090000, Bittrex, 0.00007120
20170327, 100000, Bittrex, 0.00007250
20170327, 110000, Bittrex, 0.00006770
20170327, 120000, Bittrex, 0.00006542
20170327, 130000, Bittrex, 0.00006512
20170327, 140000, Bittrex, 0.00006386
20170327, 150000, Bittrex, 0.00006090
20170327, 160000, Bittrex, 0.00005826
20170327, 170000, Bittrex, 0.00005680
20170327, 180000, Bittrex, 0.00006240
20170327, 190000, Bittrex, 0.00005847
20170327, 200000, Bittrex, 0.00006205
20170327, 210000, Bittrex, 0.00006111
20170327, 220000, Bittrex, 0.00007123
20170327, 230000, Bittrex, 0.00006802
20170328, 000000, Bittrex, 0.00006867
20170328, 010000, Bittrex, 0.00006500
20170328, 020000, Bittrex, 0.00006384
20170328, 030000, Bittrex, 0.00006131
20170328, 040000, Bittrex, 0.00006400
20170328, 050000, Bittrex, 0.00006102
20170328, 060000, Bittrex, 0.00006233
20170328, 070000, Bittrex, 0.00006286
20170328, 080000, Bittrex, 0.00006200
20170328, 090000, Bittrex, 0.00005901
20170328, 100000, Bittrex, 0.00006029
20170328, 110000, Bittrex, 0.00006253
20170328, 120000, Bittrex, 0.00006109
20170328, 130000, Bittrex, 0.00006160
20170328, 140000, Bittrex, 0.00006208
20170328, 150000, Bittrex, 0.00006276
20170328, 160000, Bittrex, 0.00006281
20170328, 170000, Bittrex, 0.00006520
20170328, 180000, Bittrex, 0.00007070
20170328, 190000, Bittrex, 0.00006739
20170328, 200000, Bittrex, 0.00006162
20170328, 210000, Bittrex, 0.00006412
20170328, 220000, Bittrex, 0.00006460
20170328, 230000, Bittrex, 0.00006273
20170329, 000000, Bittrex, 0.00006300
20170329, 010000, Bittrex, 0.00006500
20170329, 020000, Bittrex, 0.00006561
20170329, 030000, Bittrex, 0.00006800
20170329, 040000, Bittrex, 0.00006938
20170329, 050000, Bittrex, 0.00006701
20170329, 060000, Bittrex, 0.00006731
20170329, 070000, Bittrex, 0.00006868
20170329, 080000, Bittrex, 0.00006902
20170329, 090000, Bittrex, 0.00006627
20170329, 100000, Bittrex, 0.00006872
20170329, 110000, Bittrex, 0.00006625
20170329, 120000, Bittrex, 0.00006800
20170329, 130000, Bittrex, 0.00006697
20170329, 140000, Bittrex, 0.00006782
20170329, 150000, Bittrex, 0.00006746
20170329, 160000, Bittrex, 0.00006750
20170329, 170000, Bittrex, 0.00006550
20170329, 180000, Bittrex, 0.00006750
20170329, 190000, Bittrex, 0.00006795
20170329, 200000, Bittrex, 0.00006598
