20151223, 140000, Bittrex, 0.00029624
20151223, 150000, Bittrex, 0.00029478
20151223, 160000, Bittrex, 0.00029783
20151223, 170000, Bittrex, 0.00030302
20151223, 180000, Bittrex, 0.00029740
20151223, 190000, Bittrex, 0.00029852
20151223, 200000, Bittrex, 0.00029549
20151223, 210000, Bittrex, 0.00029363
20151223, 220000, Bittrex, 0.00029355
20151223, 230000, Bittrex, 0.00029298
20151224, 000000, Bittrex, 0.00029178
20151224, 010000, Bittrex, 0.00029186
20151224, 020000, Bittrex, 0.00029178
20151224, 030000, Bittrex, 0.00029186
20151224, 040000, Bittrex, 0.00029188
20151224, 050000, Bittrex, 0.00029982
20151224, 060000, Bittrex, 0.00030252
20151224, 070000, Bittrex, 0.00030137
20151224, 080000, Bittrex, 0.00030191
20151224, 090000, Bittrex, 0.00029582
20151224, 100000, Bittrex, 0.00030524
20151224, 110000, Bittrex, 0.00030574
20151224, 120000, Bittrex, 0.00030600
20151224, 130000, Bittrex, 0.00030226
20151224, 140000, Bittrex, 0.00030557
20151224, 150000, Bittrex, 0.00030240
20151224, 160000, Bittrex, 0.00031419
20151224, 170000, Bittrex, 0.00030229
20151224, 180000, Bittrex, 0.00030229
20151224, 190000, Bittrex, 0.00030746
20151224, 200000, Bittrex, 0.00030744
20151224, 210000, Bittrex, 0.00030212
20151224, 220000, Bittrex, 0.00030212
20151224, 230000, Bittrex, 0.00030216
20151225, 000000, Bittrex, 0.00030468
20151225, 010000, Bittrex, 0.00030468
20151225, 020000, Bittrex, 0.00030468
20151225, 030000, Bittrex, 0.00030468
20151225, 040000, Bittrex, 0.00030129
20151225, 050000, Bittrex, 0.00030086
20151225, 060000, Bittrex, 0.00030221
20151225, 070000, Bittrex, 0.00029615
20151225, 080000, Bittrex, 0.00030216
20151225, 090000, Bittrex, 0.00030207
20151225, 100000, Bittrex, 0.00029632
20151225, 110000, Bittrex, 0.00029699
20151225, 120000, Bittrex, 0.00029805
20151225, 130000, Bittrex, 0.00029592
20151225, 140000, Bittrex, 0.00029792
20151225, 150000, Bittrex, 0.00030942
20151225, 160000, Bittrex, 0.00030923
20151225, 170000, Bittrex, 0.00029943
20151225, 180000, Bittrex, 0.00030190
20151225, 190000, Bittrex, 0.00029640
20151225, 200000, Bittrex, 0.00029665
